moteur,requete,doc_top1,score_top1,doc_top2,score_top2,doc_top3,score_top3,doc_top4,score_top4,doc_top5,score_top5,doc_top6,score_top6,doc_top7,score_top7,doc_top8,score_top8,doc_top9,score_top9,doc_top10,score_top10,trouve_ou_non
tfidf,course à pied,wiki_042186.txt,7.655033453684117,wiki_019479.txt,6.412306556626238,wiki_024632.txt,4.937697804649529,wiki_046503.txt,4.464678064412734,wiki_116705.txt,4.461565427273656,wiki_061098.txt,3.9484207543171377,wiki_092993.txt,3.756257519320882,wiki_072503.txt,3.635682323011112,wiki_070642.txt,3.608163295293612,wiki_025288.txt,3.1995032036443556,OUI
tfidf,trail,wiki_042186.txt,8.901572862305779,wiki_046295.txt,5.702898060177555,wiki_081831.txt,2.8697277989463705,,,,,,,,,,,,,,,OUI
tfidf,david guetta,wiki_101989.txt,12.927914412179463,wiki_087117.txt,4.899979467292792,wiki_102668.txt,4.35852609260104,wiki_106371.txt,4.157516477387441,wiki_040507.txt,3.5657644313302623,wiki_047750.txt,3.2588249844043573,wiki_083747.txt,3.0176505187222418,wiki_060455.txt,2.751344717292274,wiki_029224.txt,1.7542508114078186,wiki_115557.txt,1.6909507421391616,OUI
tfidf,David Guetta DJ,wiki_101989.txt,18.62377684431034,wiki_117506.txt,7.431002356835318,wiki_087117.txt,4.8900878884873356,wiki_102668.txt,4.349236112246059,wiki_106371.txt,4.150311993251489,wiki_040507.txt,3.5588527050521797,wiki_047750.txt,3.2528571651022666,wiki_083747.txt,3.0130242897212636,wiki_096588.txt,2.9746668132875604,wiki_060455.txt,2.747658736416123,OUI
tfidf,cesson france,wiki_044515.txt,8.791851888381185,wiki_046323.txt,1.8339876538315343,wiki_100496.txt,1.740162558661593,wiki_097553.txt,1.7014941607129692,wiki_085389.txt,1.660966967123192,wiki_005913.txt,1.6590097771066405,wiki_004558.txt,1.6484325323485223,wiki_028989.txt,1.6434946109144066,wiki_073033.txt,1.638360008997642,wiki_072503.txt,1.6120335608908252,OUI
tfidf,cesson ville,wiki_044515.txt,7.742603327726114,wiki_010006.txt,2.4652898959245597,wiki_051031.txt,2.4545983384290664,wiki_040446.txt,2.3948262306200516,wiki_105297.txt,2.263185871768512,wiki_002957.txt,2.243915516885448,wiki_057992.txt,2.236716012663834,wiki_108562.txt,2.224056253894915,wiki_096117.txt,2.193916823976152,wiki_023173.txt,2.1377608284864076,OUI
tfidf,dwight eisenhower,wiki_047750.txt,13.278444057842488,wiki_058559.txt,1.7872639245788422,wiki_059423.txt,0.6149748153579685,,,,,,,,,,,,,,,OUI
tfidf,date naissance eisenhower,wiki_047750.txt,7.768300748238514,wiki_040461.txt,3.802124599158061,wiki_092031.txt,3.7811489785931154,wiki_071714.txt,3.081862996310322,wiki_108337.txt,3.078633425149343,wiki_044017.txt,2.7848872470684256,wiki_004075.txt,2.7271658694760026,wiki_104221.txt,2.718846374510744,wiki_102541.txt,2.688571954342865,wiki_001539.txt,2.6157261158108316,OUI
tfidf,pantagruel,wiki_069094.txt,8.940605160822452,,,,,,,,,,,,,,,,,,,OUI
tfidf,qui a écrit le pantagruel,wiki_069094.txt,8.926490169809721,wiki_022546.txt,2.360529037114679,wiki_103719.txt,2.3298500182832877,wiki_031841.txt,2.2756640813157087,wiki_051442.txt,2.2203162757657418,wiki_045675.txt,2.0562380796772985,wiki_029224.txt,1.473262448609195,wiki_019590.txt,1.4620656159459076,wiki_022380.txt,1.4594344984293273,wiki_031567.txt,1.45782115358613,OUI
tfidf,martin luther king,wiki_031761.txt,14.599645089946485,wiki_070838.txt,8.89770470098263,wiki_045675.txt,8.524363981591241,wiki_076649.txt,6.270999700839627,wiki_051442.txt,4.970426042494876,wiki_049219.txt,4.664428518976646,wiki_053572.txt,4.526263090583917,wiki_055286.txt,4.465745375097542,wiki_049372.txt,4.41033639998336,wiki_010901.txt,3.9305411174972233,OUI
tfidf,qui était martin luther king,wiki_031761.txt,14.594952983274796,wiki_045675.txt,9.258993316752738,wiki_070838.txt,8.895221676900578,wiki_076649.txt,6.269112779141818,wiki_051442.txt,4.968973080656503,wiki_049219.txt,4.663244650398999,wiki_053572.txt,4.525337727529711,wiki_055286.txt,4.464615827779174,wiki_049372.txt,4.408880625394386,wiki_010901.txt,3.9296106960557977,OUI
tfidf,velimir khlebnikov,wiki_106054.txt,18.277767134604396,wiki_064720.txt,-3.8153636843016674,,,,,,,,,,,,,,,,,OUI
tfidf,qui est velimir khlebnikov,wiki_106054.txt,18.277767134604396,wiki_064720.txt,-3.8153636843016674,,,,,,,,,,,,,,,,,OUI
tfidf,théorie des cordes,wiki_049671.txt,12.131972956289133,wiki_089130.txt,5.197126252916802,wiki_089143.txt,4.7260416043440205,wiki_074202.txt,4.609902706241735,wiki_111364.txt,4.524981747948855,wiki_084607.txt,3.94243046299556,wiki_063894.txt,3.705224551634006,wiki_102754.txt,3.493880783253689,wiki_042244.txt,3.4166330522213197,wiki_039022.txt,3.294429413866748,OUI
tfidf,theorie cordes,wiki_049671.txt,12.131972956289133,wiki_089130.txt,5.197126252916802,wiki_089143.txt,4.7260416043440205,wiki_074202.txt,4.609902706241735,wiki_111364.txt,4.524981747948855,wiki_084607.txt,3.94243046299556,wiki_063894.txt,3.705224551634006,wiki_102754.txt,3.493880783253689,wiki_042244.txt,3.4166330522213197,wiki_039022.txt,3.294429413866748,OUI
tfidf,métro de paris,wiki_008275.txt,8.19590055195943,wiki_089929.txt,7.860346864158871,wiki_013184.txt,6.960062798178035,wiki_089175.txt,6.235352997975564,wiki_008302.txt,5.954325146146701,wiki_110110.txt,5.725171810483156,wiki_113153.txt,4.59087525197055,wiki_103469.txt,3.168815126535391,wiki_093639.txt,3.084725512833681,wiki_090127.txt,2.720543526271117,OUI
tfidf,metropolitain,wiki_005913.txt,2.7527351932431485,wiki_101687.txt,2.735791875609571,wiki_063507.txt,2.581519054332802,wiki_102261.txt,2.5378142788133,wiki_013184.txt,2.3901886404984585,,,,,,,,,,,OUI
tfidf,empire galactique,wiki_050542.txt,10.16262155748106,wiki_078765.txt,5.608359484726491,wiki_008012.txt,4.579709486888116,wiki_094417.txt,4.541387580583183,wiki_087190.txt,4.254728023720046,wiki_113000.txt,3.8476919472131383,wiki_083254.txt,3.640256119802159,wiki_076456.txt,3.5736948119211376,wiki_089161.txt,3.15251539976048,wiki_074804.txt,2.864690047891524,OUI
tfidf,star wars empire,wiki_050542.txt,16.142549223767563,wiki_106059.txt,14.249098614687405,wiki_003813.txt,13.299628024931705,wiki_068111.txt,8.04249049479749,wiki_048513.txt,6.517867142941626,wiki_087190.txt,4.246801466748306,wiki_113000.txt,3.840944124997089,wiki_101509.txt,3.707381219420728,wiki_083254.txt,3.63453282917689,wiki_076456.txt,3.5681417466375778,OUI
tfidf,24 heures chrono,wiki_066284.txt,7.739076433768869,wiki_070642.txt,4.225703514814509,wiki_017074.txt,3.1875296935661424,wiki_046273.txt,1.9692179607939289,wiki_025288.txt,1.9452655540930222,wiki_046503.txt,1.924807470706526,wiki_004259.txt,1.9072497754767188,wiki_065573.txt,1.9046966274582904,wiki_050867.txt,1.8432648521308985,wiki_089129.txt,1.8223814419069353,OUI
tfidf,jack bauer,wiki_066284.txt,9.58154361288422,wiki_017008.txt,4.580823100159846,wiki_107583.txt,4.455543989587666,wiki_106264.txt,4.122118521890162,wiki_003087.txt,2.7126032088334404,wiki_041502.txt,2.12589352492783,wiki_041151.txt,2.07525907330153,wiki_101242.txt,2.01528059235954,wiki_044985.txt,2.009326469623498,wiki_108337.txt,2.007584404768392,OUI
tfidf,duc d'orléans,wiki_002556.txt,11.87924772159579,wiki_008195.txt,6.88163585595241,wiki_057344.txt,5.561516280941868,wiki_056186.txt,4.29746767896192,wiki_086992.txt,4.137755899947486,wiki_047885.txt,3.713135777497188,wiki_007828.txt,3.6937861020364027,wiki_066065.txt,3.672531226907619,wiki_034787.txt,3.618564623887275,wiki_056559.txt,3.5299684635556394,OUI
tfidf,qui est philippe d'orléans,wiki_002556.txt,12.235799681450665,wiki_057344.txt,5.564784530515405,wiki_053130.txt,5.06481796014167,wiki_056186.txt,4.30088115269167,wiki_086992.txt,4.1408636693768965,wiki_008195.txt,4.087546023074914,wiki_075493.txt,4.05552792047518,wiki_060006.txt,3.6012708548334675,wiki_056559.txt,3.533104217639881,wiki_064458.txt,2.6146422676871577,OUI
tfidf,université wurtzbourg,wiki_067132.txt,13.621187497853636,wiki_070598.txt,4.445089632774615,wiki_079457.txt,4.379020137426924,wiki_055895.txt,4.1827815482617074,wiki_049628.txt,3.8463491444149533,wiki_091937.txt,3.8353476150454795,wiki_048107.txt,3.790256604782229,wiki_109864.txt,3.6859844199144742,wiki_067276.txt,3.510246859565898,wiki_043389.txt,3.4854674396467344,OUI
tfidf,wurtzbourg allemagne,wiki_067132.txt,11.459563783307166,wiki_083053.txt,3.803853525770757,wiki_084483.txt,3.364940355104598,wiki_042658.txt,3.2768361800439,wiki_020574.txt,2.7737869338504377,wiki_050155.txt,2.753759301751974,wiki_000823.txt,2.725469330908704,wiki_054545.txt,2.6812806740288164,wiki_043615.txt,2.5950899511103414,wiki_061355.txt,2.5893458840196955,OUI
tfidf,bernard laporte,wiki_076478.txt,11.789884204390638,wiki_070141.txt,5.021555898533077,wiki_091260.txt,3.997856652696877,wiki_099573.txt,3.382404031847776,wiki_071998.txt,2.815034838037708,wiki_090573.txt,2.5377111994997708,wiki_063183.txt,2.372243761565226,wiki_098851.txt,1.7939973227338324,wiki_092528.txt,1.7912633576801695,wiki_047154.txt,1.7797481233293522,OUI
tfidf,qui est Bernard Laporte ?,wiki_076478.txt,11.789884204390638,wiki_070141.txt,5.021555898533077,wiki_091260.txt,3.997856652696877,wiki_099573.txt,3.382404031847776,wiki_071998.txt,2.815034838037708,wiki_090573.txt,2.5377111994997708,wiki_063183.txt,2.372243761565226,wiki_098851.txt,1.7939973227338324,wiki_092528.txt,1.7912633576801695,wiki_047154.txt,1.7797481233293522,OUI
tfidf,Tintin,wiki_068110.txt,6.751930327703753,wiki_005897.txt,6.085708050728382,wiki_005770.txt,5.4563869926697555,wiki_005800.txt,5.1852218064457665,wiki_005839.txt,4.206444383733707,,,,,,,,,,,OUI
tfidf,Hergé,wiki_005897.txt,4.3179917765744715,wiki_005839.txt,4.206444383733707,wiki_005800.txt,4.183404304629051,wiki_005770.txt,2.5999976375496527,wiki_068110.txt,2.587503728496651,,,,,,,,,,,OUI
tfidf,Marcel Aymé,wiki_046422.txt,13.266857892723966,wiki_109670.txt,5.4940262544416205,wiki_088179.txt,4.484934466015573,wiki_047262.txt,4.17064407188052,wiki_072013.txt,3.977832294212764,wiki_080608.txt,3.175678542915507,wiki_049262.txt,2.1110504897839415,wiki_042698.txt,1.9355224345046453,wiki_088137.txt,1.9323646254039808,wiki_065241.txt,1.931892759091188,OUI
tfidf,qui est marcel aymé,wiki_046422.txt,13.266857892723966,wiki_109670.txt,5.4940262544416205,wiki_088179.txt,4.484934466015573,wiki_047262.txt,4.17064407188052,wiki_072013.txt,3.977832294212764,wiki_080608.txt,3.175678542915507,wiki_049262.txt,2.1110504897839415,wiki_042698.txt,1.9355224345046453,wiki_088137.txt,1.9323646254039808,wiki_065241.txt,1.931892759091188,OUI
tfidf,vote à la proportionnelle,wiki_002357.txt,9.667636510750688,wiki_062813.txt,5.2276940643174425,wiki_048162.txt,5.063106712689995,wiki_028434.txt,3.097170034038404,wiki_047874.txt,2.9698294526158215,wiki_090127.txt,2.832191136070176,wiki_046443.txt,1.9407915449289805,wiki_109864.txt,1.9350630928005321,wiki_019807.txt,1.9005163416485717,wiki_027606.txt,1.8847958506991545,OUI
tfidf,qu'est-ce que le système de représentation proportionnelle,wiki_002357.txt,12.184494950371633,wiki_089143.txt,4.545912727782353,wiki_102541.txt,3.5419183036099597,wiki_021678.txt,3.3682685247799364,wiki_069006.txt,3.2211683016923236,wiki_017074.txt,3.1210910496025646,wiki_108363.txt,3.0343083069029047,wiki_093694.txt,3.021834416556791,wiki_057958.txt,2.940671373497933,wiki_042433.txt,2.835965004120086,OUI
tfidf,georges haussmann,wiki_047210.txt,12.198157471384887,wiki_074260.txt,4.682156063477646,wiki_055488.txt,4.361819053128273,wiki_052926.txt,4.274140828672389,wiki_109720.txt,4.089615654849201,wiki_063538.txt,3.3509360714167626,wiki_101396.txt,2.809965757597233,wiki_077264.txt,2.7896259070141443,wiki_015670.txt,2.579719552949581,wiki_071983.txt,2.4571802936340346,OUI
tfidf,baron haussmann,wiki_047210.txt,12.151540131193489,wiki_071983.txt,4.355503318008794,wiki_101396.txt,2.8059501211301616,wiki_091270.txt,2.6478831848268727,wiki_060519.txt,2.4858379734644385,wiki_089161.txt,2.417759454524025,wiki_077430.txt,2.155493442394068,wiki_097562.txt,2.1147808325393496,wiki_070215.txt,2.0828937928860776,wiki_080719.txt,2.080110352198331,OUI
tfidf,médecin,wiki_080266.txt,5.847412697095064,wiki_037858.txt,4.04812358721986,wiki_049631.txt,3.6882407288123624,wiki_088900.txt,3.1745764728612045,wiki_099811.txt,3.0781860253742472,wiki_025197.txt,3.0262072015143273,wiki_068792.txt,2.7675259452990746,wiki_057686.txt,1.9411763302540046,wiki_060156.txt,1.934267459709721,wiki_013083.txt,1.8701206898119032,OUI
tfidf,docteur en médecine,wiki_062457.txt,4.981869025221475,wiki_049631.txt,4.769761174347002,wiki_006792.txt,4.636111310692077,wiki_055089.txt,4.305785471803726,wiki_048796.txt,4.073645382125282,wiki_057686.txt,3.9452546447394425,wiki_071998.txt,2.8961647815791296,wiki_099647.txt,2.8288992822929426,wiki_057452.txt,2.0700969530680404,wiki_043389.txt,2.0101864021773763,OUI
tfidf,istres france,wiki_055201.txt,9.961656601221055,wiki_046323.txt,1.8339876538315343,wiki_100496.txt,1.740162558661593,wiki_097553.txt,1.7014941607129692,wiki_085389.txt,1.660966967123192,wiki_005913.txt,1.6590097771066405,wiki_004558.txt,1.6484325323485223,wiki_028989.txt,1.6434946109144066,wiki_073033.txt,1.638360008997642,wiki_072503.txt,1.6120335608908252,OUI
tfidf,Istres,wiki_055201.txt,8.931597654400834,,,,,,,,,,,,,,,,,,,OUI
tfidf,accident navette spatiale,wiki_048831.txt,17.152519380447597,wiki_051958.txt,7.9563902351047835,wiki_062670.txt,6.6592574444192945,wiki_041991.txt,4.980047791026825,wiki_116379.txt,4.927746954372451,wiki_012966.txt,4.592832907446537,wiki_009254.txt,4.57687151695967,wiki_081898.txt,4.3576782197860116,wiki_061080.txt,4.235769902145643,wiki_066478.txt,4.118638881603579,OUI
tfidf,navette columbia,wiki_048831.txt,13.841839363872182,wiki_045816.txt,6.5473904546030335,wiki_072009.txt,5.042336629883694,wiki_062670.txt,2.6559091068819756,wiki_047389.txt,2.5385742260027784,wiki_081898.txt,2.5361073685839406,wiki_098931.txt,2.5192096858006088,wiki_039765.txt,2.3696508104165597,wiki_051958.txt,2.358260979514194,,,OUI
tfidf,mycologie,wiki_068792.txt,4.764441841378023,,,,,,,,,,,,,,,,,,,OUI
tfidf,quels sont les champignons comestibles ?,wiki_068792.txt,7.9402174685331435,wiki_045087.txt,5.012711094946797,wiki_024589.txt,4.5530380635670875,wiki_009731.txt,3.7599308690626794,wiki_088049.txt,2.7273302279875837,wiki_046021.txt,2.68501461936974,wiki_099811.txt,2.626254440398469,wiki_054539.txt,2.390959041550064,wiki_080633.txt,2.177208208912338,wiki_068688.txt,2.118575531263725,OUI
tfidf,conjonction de coordination,wiki_076532.txt,13.07663869094022,wiki_085306.txt,4.4678213598693555,wiki_072126.txt,3.0122460167580907,wiki_056980.txt,2.4513725682601786,wiki_046615.txt,2.3657919852289937,wiki_021553.txt,2.2746371342132825,wiki_068610.txt,2.081207889587358,wiki_102776.txt,2.051787461426976,wiki_065701.txt,1.9837024026317853,,,OUI
tfidf,conjonction de coordination en français,wiki_076532.txt,13.745705265664295,wiki_085306.txt,4.4669371007357315,wiki_072126.txt,3.01139823850556,wiki_056980.txt,2.450885674054094,wiki_046615.txt,2.3653262186505275,wiki_021553.txt,2.274181545573624,wiki_068610.txt,2.080852418655998,wiki_102776.txt,2.051402582572595,wiki_065701.txt,1.983358860045886,wiki_086447.txt,1.8201424022496906,OUI
tfidf,elizabeth reine,wiki_091455.txt,5.811677209789449,wiki_117162.txt,3.8005328809457812,wiki_041649.txt,3.725735669295828,wiki_038879.txt,3.712948981314658,wiki_005927.txt,3.649699314578689,wiki_040461.txt,3.2629550633444984,wiki_085334.txt,3.2404850873870763,wiki_098931.txt,3.1618223110622177,wiki_010006.txt,3.1386422706428987,wiki_089051.txt,2.899244512429133,OUI
tfidf,Elizabeth Ière,wiki_091455.txt,5.841221775509932,wiki_117162.txt,3.8168714196086047,wiki_005927.txt,3.6672755480797044,wiki_073158.txt,2.274974556869342,wiki_064741.txt,2.1948441520146793,wiki_059304.txt,2.1874549170456783,wiki_100581.txt,2.1242428274623,wiki_042870.txt,2.1226418287078226,wiki_072009.txt,2.107787550050833,wiki_047750.txt,2.08643936468788,OUI
tfidf,sébastien loeb,wiki_106675.txt,12.633258152206642,wiki_008089.txt,6.4075364699047075,wiki_112022.txt,3.0983890713256397,wiki_027186.txt,2.143531126127653,wiki_046323.txt,2.1268131259994965,wiki_079137.txt,2.0771337523682774,wiki_058845.txt,2.0386759597954476,wiki_069094.txt,1.9799838595080796,wiki_045349.txt,1.9730479979021347,wiki_070642.txt,1.9580887053536484,OUI
tfidf,Sébastien Loeb nombre titres,wiki_106675.txt,12.614078755532365,wiki_008089.txt,6.398337182045651,wiki_044727.txt,3.8419964124869272,wiki_046323.txt,3.624351885438714,wiki_097719.txt,3.474863716162087,wiki_108396.txt,3.44239101534466,wiki_016633.txt,3.3383267800479635,wiki_081497.txt,3.2516013604423994,wiki_041003.txt,3.1995735285615443,wiki_080608.txt,3.1636739113948913,OUI
tfidf,péplum,wiki_050756.txt,7.778873841902956,wiki_114949.txt,2.8116640494626477,,,,,,,,,,,,,,,,,OUI
tfidf,péplum films,wiki_050756.txt,9.501215402801908,wiki_055156.txt,3.8655101840783685,wiki_062549.txt,3.841930651909405,wiki_042377.txt,3.619284203936053,wiki_054861.txt,3.616920967275111,wiki_047126.txt,3.5860318725925566,wiki_068111.txt,3.5823574581126643,wiki_076568.txt,3.517626450348459,wiki_109393.txt,2.8580353250814494,wiki_114949.txt,2.803941987436681,OUI
tfidf,Tibet,wiki_070405.txt,8.538935380474172,wiki_072449.txt,6.965983042856526,wiki_075603.txt,5.687710407365329,wiki_095136.txt,5.098962641217926,wiki_082507.txt,4.126354036977789,wiki_062857.txt,2.272178742702228,wiki_102415.txt,1.4036671888037897,,,,,,,OUI
tfidf,tibet pays,wiki_070405.txt,8.530082227614427,wiki_072449.txt,7.684993848395389,wiki_075603.txt,5.682345803105359,wiki_095136.txt,5.094737917743705,wiki_082507.txt,4.122344215251575,wiki_062857.txt,2.9986807082649403,wiki_102415.txt,2.6582915011708668,wiki_051124.txt,2.3363462652260663,wiki_046822.txt,2.211117754125187,wiki_060088.txt,2.0969612733991414,OUI
tfidf,Laura Palmer,wiki_005955.txt,10.235824442824729,wiki_034949.txt,2.82083847368639,wiki_099573.txt,2.6686766359096925,wiki_085885.txt,1.5665827388670597,wiki_038013.txt,-1.0150794514105037,,,,,,,,,,,OUI
tfidf,Twin Peaks,wiki_005955.txt,15.226343963647139,wiki_023440.txt,2.461399212371079,,,,,,,,,,,,,,,,,OUI
tfidf,arnaud tournant,wiki_056712.txt,12.172285086937391,wiki_067619.txt,3.260107767327593,wiki_046481.txt,2.5969728876266593,wiki_091744.txt,2.1088091560523305,wiki_042929.txt,2.0773036058616157,wiki_097599.txt,2.0733638124889713,wiki_049000.txt,2.0690978549756656,wiki_033202.txt,2.0598263830392995,wiki_062134.txt,2.03000645483018,wiki_029536.txt,2.018070411268948,OUI
tfidf,quand est né Arnaud Tournant ?,wiki_056712.txt,12.933950778988146,wiki_067619.txt,3.599013371465747,wiki_097599.txt,3.3224272910817674,wiki_029536.txt,2.869450303014702,wiki_009987.txt,2.7025774439002106,wiki_046481.txt,2.59368680323253,wiki_091744.txt,2.479626479886252,wiki_088531.txt,2.383507295006315,wiki_001942.txt,2.2816482228029495,wiki_106371.txt,2.1891541747856462,OUI
tfidf,rugby à xv,wiki_044205.txt,11.379515166132261,wiki_018576.txt,10.659040402644889,wiki_044184.txt,8.803280962282487,wiki_043914.txt,8.065293650604625,wiki_043892.txt,7.7895137783087005,wiki_002710.txt,7.547418727509674,wiki_076478.txt,6.839775954599037,wiki_043996.txt,6.688485437483699,wiki_087913.txt,6.6568319952111885,wiki_085562.txt,6.30664183924805,OUI
tfidf,coupe du monde rugby,wiki_044205.txt,12.507202478092179,wiki_074325.txt,8.537537351783694,wiki_097719.txt,8.161300866096706,wiki_085562.txt,8.131901810701779,wiki_043914.txt,7.7618289418947555,wiki_020177.txt,7.318274712682926,wiki_076478.txt,7.2811627192173125,wiki_060978.txt,6.952712238052701,wiki_048735.txt,6.739408029711287,wiki_018576.txt,6.664881753220757,OUI
tfidf,traité de rome,wiki_116932.txt,8.137054025419964,wiki_078514.txt,4.272919168569439,wiki_061098.txt,3.9839374407247288,wiki_049512.txt,3.804355029329534,wiki_045016.txt,3.6742916665439,wiki_117863.txt,3.5267770879233535,wiki_064345.txt,3.3929450791715885,wiki_002837.txt,3.2742319068969232,wiki_015502.txt,3.0234868723100377,wiki_066743.txt,2.7514154117636735,OUI
tfidf,date traité de Rome,wiki_116932.txt,8.11680570192073,wiki_046990.txt,4.376318069230864,wiki_078514.txt,4.264908468765592,wiki_061098.txt,3.973161120339326,wiki_049512.txt,3.795707978526911,wiki_045016.txt,3.665579118190241,wiki_056391.txt,3.6544930967735865,wiki_117863.txt,3.5178119269811363,wiki_097553.txt,3.4957570216139144,wiki_057839.txt,3.4880539143815326,OUI
tfidf,royaume de naples,wiki_099338.txt,11.497405851527862,wiki_038879.txt,5.2257726236413475,wiki_049512.txt,4.215837541158662,wiki_058845.txt,4.2023561060049435,wiki_042486.txt,3.9852732467474663,wiki_097553.txt,3.8631920673363793,wiki_076095.txt,3.749425123706898,wiki_045290.txt,3.313290926721754,wiki_087190.txt,3.3027226704064496,wiki_090573.txt,3.2650496334442,OUI
tfidf,histoire Roi de Naples,wiki_099338.txt,10.156519681917132,wiki_058845.txt,6.2393314446620805,wiki_038879.txt,6.025840357540176,wiki_049512.txt,5.422169072031443,wiki_053130.txt,3.93909231741721,wiki_069538.txt,3.3012063250927026,wiki_116632.txt,3.0991291160911145,wiki_049372.txt,3.032396763888355,wiki_056641.txt,2.973289390204517,wiki_072185.txt,2.9459372069132903,OUI
tfidf,Pierre Savignol,wiki_095665.txt,9.920276284815124,wiki_030979.txt,3.575089497870822,wiki_051568.txt,3.4175519936111374,wiki_083118.txt,3.276700148350021,wiki_044285.txt,3.261817389228988,wiki_111361.txt,3.107506273277293,wiki_080612.txt,3.0560346382052486,wiki_076946.txt,2.9174155187794204,wiki_047885.txt,2.8725458184007557,wiki_047102.txt,2.8417860128766033,OUI
tfidf,opéra savignol,wiki_095665.txt,13.527978422523352,wiki_056096.txt,4.901503403085026,wiki_066065.txt,4.079520877992206,wiki_111356.txt,4.024588164302937,wiki_053322.txt,3.57926122121563,wiki_059562.txt,2.418723789607713,wiki_077029.txt,1.9913450696017438,wiki_042824.txt,1.9699134260165831,wiki_047675.txt,1.9260721887039205,wiki_047251.txt,1.9035670316208804,OUI
tfidf,brest france,wiki_047494.txt,7.933172423373041,wiki_057163.txt,7.8148180295190075,wiki_020542.txt,5.371838454319258,wiki_054099.txt,4.201311139070874,wiki_047808.txt,3.0957495628200133,wiki_020213.txt,2.998064243567428,wiki_115935.txt,2.766145776894955,wiki_108542.txt,2.6437872090710415,wiki_104422.txt,2.3810108375045616,wiki_053929.txt,2.1430248672844794,OUI
